recency,frequency,monetary
169,3,139.85
329,2,90.83
497,1,12.49
441,3,390.35
229,2,70.29
246,2,71.79
497,1,57.28
497,1,126.37
497,1,27.76
23,2,133.65
426,3,124.93
307,2,226.68
497,2,186.52
460,1,80.61
497,1,290.95
497,1,15.36
497,1,14.37
497,1,26.99
112,3,196.62
99,4,516.05
484,1,60.96
497,1,36.54
261,5,559.36
85,1,35.95
497,1,22.77
497,1,50.97
108,5,358.48
212,3,127.65
496,1,35.98
497,1,24.37
107,4,212.93
497,1,29.92
60,2,150.83
497,1,25.74
51,1,41.48
343,3,71.46
497,1,29.13
497,1,29.92
497,1,35.91
497,1,15.96
27,6,728.98
497,1,15.36
173,3,187.07
106,3,122.41
460,1,26.76
13,4,404.33
497,1,20.55
497,1,7.78
158,1,54.12
120,2,75.71
168,2,105.33
449,1,29.87
497,1,46.08
497,1,30.0
497,1,14.96
196,2,75.29
148,2,38.57
497,1,35.37
497,1,41.9
130,2,162.73
497,1,26.76
171,2,225.78
18,9,1220.62
497,1,15.99
1,6,981.8
497,1,27.74
26,3,179.51
497,1,53.33
497,1,21.99
439,3,136.69
433,2,89.17
35,2,157.78
103,4,137.43
204,2,43.25
436,2,94.47
173,1,23.26
253,2,52.83
497,1,15.36
497,1,15.36
497,1,36.73
497,1,26.76
227,4,272.12
19,3,125.13
497,1,15.36
497,1,17.76
495,1,39.51
287,2,60.98
119,3,422.7
497,1,27.28
474,1,42.93
105,1,62.42
497,1,50.54
487,1,161.15
497,1,22.0
223,2,137.47
497,1,12.77
497,1,19.76
497,1,32.72
497,1,31.54
497,1,81.4
497,1,17.76
497,1,12.49
24,5,704.14
202,3,139.97
497,1,16.96
314,2,82.1
337,2,72.24
497,1,31.31
1,4,491.47
477,2,80.62
497,1,25.74
497,1,37.31
497,1,21.77
453,2,85.79
472,1,30.74
497,1,29.98
470,1,19.56
497,1,12.77
103,2,235.53
497,1,12.49
497,1,53.91
497,1,28.74
497,1,13.97
38,1,48.61
497,1,11.77
497,1,108.97
497,1,37.98
371,2,124.31
497,1,13.97
497,1,12.97
21,3,147.47
497,1,19.99
497,1,12.49
497,1,22.74
481,1,41.72
46,2,150.85
489,1,52.08
32,6,533.29
497,1,34.97
497,1,11.77
425,1,61.7
497,1,24.98
497,1,14.37
375,1,67.66
38,3,342.29
497,1,12.49
474,1,33.48
497,1,29.27
497,1,59.97
497,1,58.98
455,1,21.28
200,3,193.03
381,3,153.69
497,1,11.77
220,2,78.41
497,1,35.2
497,1,9.77
97,4,291.55
497,1,15.76
441,1,34.5
497,1,11.77
497,1,95.35
497,1,86.11
497,1,93.47
497,1,12.49
173,4,311.62
223,4,132.68
497,1,32.9
483,2,88.63
497,1,17.7
489,1,14.37
3,2,66.06
497,1,32.98
497,1,173.83
497,1,13.97
203,4,437.25
497,1,26.76
127,2,157.53
497,1,29.98
15,4,709.8
497,1,19.99
497,1,59.48
497,1,13.97
392,2,80.22
164,2,57.93
163,2,132.02
497,1,25.96
1,4,323.24
497,1,12.77
497,1,26.14
344,5,369.38
497,1,25.93
496,1,52.87
209,3,89.16
497,1,14.99
480,1,26.74
497,1,29.73
497,1,35.77
217,3,71.07
67,3,204.24
7,2,61.51
92,4,282.23
496,1,19.96
311,2,39.51
117,3,168.27
497,1,39.71
415,2,29.53
2,3,464.45
13,2,127.4
60,3,258.88
323,2,95.3
497,1,10.77
497,1,27.77
496,1,15.36
497,1,13.97
172,2,62.93
494,2,50.01
497,1,39.5
155,3,168.5
497,1,23.54
497,1,14.37
437,1,27.13
358,2,84.99
497,1,14.96
433,3,156.89
497,1,24.99
497,1,31.32
497,1,13.97
497,1,33.98
234,2,128.23
201,2,61.37
179,4,359.85
497,1,19.99
497,1,32.99
25,1,61.26
74,3,242.3
497,1,77.8
471,1,12.49
497,1,11.77
308,2,42.53
497,1,41.51
497,1,25.76
497,1,36.93
303,3,166.78
497,1,23.54
497,1,77.83
497,1,57.12
497,1,6.77
497,1,15.36
497,1,29.33
497,1,5.78
174,1,64.21
42,2,68.56
213,1,74.38
235,1,53.12
215,3,97.99
496,1,52.33
497,1,26.96
497,1,27.37
9,2,62.67
232,1,52.91
496,1,25.74
338,1,71.51
465,1,30.6
496,1,65.74
497,1,15.36
497,1,14.37
497,1,46.77
464,2,70.08
496,1,20.99
496,1,15.36
203,2,56.67
496,1,25.74
496,1,14.9
486,1,21.98
490,1,15.96
476,3,266.83
140,1,29.95
356,2,133.68
496,1,23.54
273,1,21.26
396,4,408.21
121,2,65.22
496,1,15.96
496,1,14.96
229,3,142.19
126,6,433.54
88,1,35.35
496,1,39.99
284,2,124.85
496,1,11.77
484,1,85.21
483,1,29.73
496,1,29.58
496,1,19.97
16,3,245.02
483,2,86.87
496,1,14.37
495,1,55.49
496,1,11.77
496,1,9.98
485,2,55.88
496,1,33.31
469,2,45.47
496,1,32.98
120,4,315.93
496,1,38.77
434,4,243.84
477,1,47.72
339,2,72.46
473,2,75.84
496,1,15.96
491,1,42.49
193,4,321.41
476,2,43.44
491,1,44.52
496,1,35.4
496,1,27.13
496,1,24.94
193,5,685.78
478,2,40.7
496,1,26.73
71,2,413.03
298,2,65.69
496,1,20.48
496,1,12.97
496,1,13.97
496,1,29.98
496,1,11.77
203,2,91.49
245,3,126.58
496,1,19.99
496,1,22.97
259,1,49.95
123,2,128.02
496,1,40.97
496,1,75.14
400,2,106.98
496,1,26.99
496,1,14.99
488,1,129.51
442,3,129.32
496,1,26.76
496,1,19.99
74,4,274.68
6,6,660.23
496,1,14.79
496,1,25.74
496,1,5.99
496,1,27.73
496,1,18.77
496,1,14.37
496,1,18.76
496,1,39.98
34,3,382.18
496,1,15.96
160,2,151.15
496,1,39.1
484,1,47.28
496,1,19.99
491,1,71.86
490,1,24.46
496,1,41.9
139,2,85.35
496,1,53.07
496,1,15.3
119,2,207.84
496,1,12.49
496,1,26.14
496,1,11.77
490,1,4.79
208,1,141.44
257,2,35.44
225,2,124.9
496,1,23.54
496,1,11.77
496,1,19.28
496,1,11.77
97,3,108.27
460,1,62.32
422,1,168.79
496,1,57.86
496,1,12.79
453,2,76.49
496,1,22.35
365,2,70.88
496,1,104.94
32,4,372.31
496,1,39.29
100,3,296.02
496,1,15.96
496,1,34.98
496,1,44.29
229,2,257.82
496,1,16.99
496,1,23.99
496,1,54.73
496,1,13.97
496,1,17.7
20,1,55.48
144,3,212.18
21,3,223.31
7,6,543.83
75,2,34.22
496,1,43.7
87,2,112.86
227,3,190.78
496,1,26.99
104,3,131.6
74,4,196.32
18,3,103.84
496,1,11.77
27,3,195.17
473,2,63.56
496,1,55.28
496,1,23.76
496,1,20.97
496,1,35.8
274,2,73.51
496,1,77.9
474,2,100.82
101,2,76.85
483,2,125.93
489,2,43.85
496,1,108.97
496,1,8.77
494,2,38.53
81,1,64.09
480,3,156.12
496,1,54.97
49,4,1079.82
490,1,28.54
493,1,152.43
471,1,33.0
358,1,35.92
496,1,14.96
371,2,186.75
14,3,182.47
418,1,83.34
48,3,92.32
271,2,53.94
496,1,15.36
27,2,100.02
496,1,59.13
3,3,179.2
495,2,69.25
496,1,26.76
34,4,292.14
471,1,39.98
496,1,23.99
496,1,161.94
496,1,14.99
491,1,14.96
20,3,130.19
198,5,650.2
407,1,31.12
408,1,24.76
243,1,50.33
94,3,253.35
88,2,71.59
146,1,24.96
445,2,44.9
116,2,160.3
496,1,30.92
284,1,34.75
496,1,44.29
96,5,586.78
496,1,23.99
101,2,71.98
489,1,65.04
459,2,66.48
496,1,13.97
446,2,66.46
32,4,369.57
110,2,67.89
106,2,121.85
81,3,182.31
229,1,26.85
64,3,181.37
496,1,13.97
407,2,39.71
481,1,25.54
496,1,30.33
496,1,30.72
39,2,66.32
496,1,29.52
477,2,39.3
232,2,98.07
478,1,28.34
496,1,16.36
29,3,185.81
496,1,49.69
496,1,14.37
496,1,39.35
496,1,26.0
474,1,55.65
208,2,40.93
496,1,15.36
60,1,118.94
423,2,84.68
496,1,16.99
494,1,30.15
96,2,125.7
496,1,164.94
212,4,270.71
37,4,244.48
496,1,14.96
345,3,146.28
266,4,156.4
27,6,646.71
496,1,32.99
450,2,62.65
496,1,14.79
429,2,68.43
134,5,387.07
496,1,69.7
496,1,11.77
231,5,646.89
16,4,615.04
496,1,24.74
282,1,24.76
496,1,23.54
64,4,985.37
496,1,11.77
496,1,8.77
482,1,177.16
496,1,19.99
496,1,11.77
496,1,37.97
496,1,15.96
496,1,11.99
36,2,35.25
496,1,25.28
285,1,54.72
496,1,14.79
119,1,63.47
496,1,39.87
436,1,173.84
139,5,1156.47
496,1,25.77
496,1,24.98
204,2,55.71
187,2,225.26
115,4,143.79
361,1,26.14
79,2,261.91
351,1,32.51
0,15,8976.33
420,1,81.8
496,1,14.37
477,1,79.6
496,1,14.37
488,1,13.99
496,1,14.96
496,1,40.28
467,1,41.98
496,1,41.1
340,2,163.03
353,2,74.37
496,1,12.97
495,1,4.79
24,2,37.94
86,2,277.34
495,1,40.73
495,1,11.77
495,1,13.97
326,2,35.71
0,3,64.7
145,5,268.04
495,1,17.3
276,2,79.47
495,1,28.56
19,2,57.68
475,2,109.18
488,1,31.66
495,1,14.96
495,1,31.54
219,3,168.19
51,2,67.33
495,1,11.77
50,3,436.95
495,1,19.99
48,5,585.58
243,5,541.66
290,2,42.34
2,1,78.13
495,1,27.66
495,1,15.96
15,3,490.51
482,1,14.96
8,2,61.21
331,2,47.88
487,1,43.3
495,1,27.94
229,3,125.18
495,1,18.99
495,1,27.14
48,1,47.96
296,6,482.8
76,4,212.07
495,1,27.94
488,1,24.67
74,2,63.08
495,1,14.96
203,2,157.67
288,2,97.72
371,2,188.94
46,4,562.29
435,1,22.54
206,2,65.75
495,1,16.7
18,5,432.01
495,1,68.26
382,2,58.42
495,1,13.97
495,1,23.54
169,2,74.04
139,5,425.38
338,2,131.06
495,1,15.36
60,1,47.69
495,1,57.9
70,3,142.48
482,2,112.51
343,2,39.96
414,2,210.98
489,1,11.97
495,1,15.96
495,1,11.77
495,1,15.76
495,1,15.36
205,2,100.47
495,1,11.77
495,1,29.73
490,1,71.0
495,1,11.77
30,4,193.32
495,1,282.92
39,1,72.69
495,2,46.25
376,1,27.76
199,3,235.11
495,1,15.36
495,1,14.37
490,2,40.11
4,5,388.47
490,3,182.13
495,1,27.71
61,2,193.2
494,1,27.93
495,1,9.77
48,3,101.21
33,5,750.37
104,2,137.59
347,1,48.29
495,1,100.43
370,3,358.28
44,3,220.64
495,1,12.77
495,1,11.77
175,1,94.86
458,1,56.28
482,3,270.4
495,1,15.36
495,1,55.13
208,2,53.43
445,2,135.35
495,1,13.97
495,1,188.41
238,1,80.05
495,1,86.97
427,2,45.68
495,1,30.32
122,1,64.04
34,3,169.99
495,1,29.99
374,4,189.3
495,1,70.93
476,3,68.82
316,3,163.15
17,2,95.43
494,1,58.85
495,2,78.69
20,3,675.99
60,2,154.3
495,1,12.77
495,1,27.99
495,1,19.54
495,1,14.37
156,2,87.69
274,1,26.45
425,1,25.74
495,1,14.79
426,1,25.74
425,1,25.74
322,1,46.88
495,1,14.9
159,5,315.1
495,1,16.36
376,3,197.44
495,1,5.98
495,1,3.99
495,1,48.68
81,2,106.65
98,2,56.53
334,1,20.68
92,3,181.63
88,6,667.62
406,2,56.82
22,2,219.49
495,1,33.8
483,1,15.36
495,1,22.54
494,1,12.49
495,1,50.29
495,1,38.44
104,4,311.91
495,1,18.76
27,2,123.39
495,1,13.97
13,3,84.5
495,1,81.96
76,3,93.81
495,1,14.37
495,1,14.96
27,3,94.69
495,1,15.36
128,3,140.41
116,5,804.85
212,2,51.11
495,1,11.77
25,3,156.5
495,1,19.99
108,3,287.68
495,1,19.99
306,3,233.26
196,2,104.88
495,2,74.22
13,2,76.28
480,2,48.36
315,2,63.71
495,1,29.73
232,1,28.48
495,1,49.53
494,2,106.58
495,1,13.97
494,1,53.27
490,1,16.3
440,1,19.16
495,1,63.34
423,1,45.27
317,2,114.76
69,1,54.22
495,1,19.7
495,1,64.93
124,1,36.12
495,1,19.97
494,1,26.99
495,1,10.99
282,4,149.02
75,1,97.42
493,2,91.15
495,1,60.05
495,1,28.76
51,3,196.35
495,1,19.77
495,1,25.16
221,1,56.91
36,2,180.94
479,1,19.99
72,2,48.5
495,1,13.97
495,1,6.77
467,2,171.38
108,4,141.64
495,1,19.99
495,1,58.28
494,1,15.96
495,1,74.58
495,1,15.99
369,2,42.09
495,1,19.99
464,1,13.97
327,2,201.95
403,1,46.87
160,1,36.09
495,1,30.97
417,3,284.34
74,2,15.96
15,1,51.47
414,2,68.07
495,1,26.73
495,1,15.36
495,1,11.77
240,4,338.76
68,4,389.93
475,2,38.51
31,2,94.67
223,2,70.25
495,1,21.99
495,1,8.99
99,2,44.25
164,2,52.43
495,1,18.99
30,4,506.21
495,1,3.99
486,2,44.88
419,2,40.71
495,1,12.99
495,1,15.36
474,3,76.97
495,1,15.96
495,1,15.76
3,5,425.46
31,3,142.78
72,2,118.93
492,1,20.99
454,1,49.29
7,3,228.24
495,1,30.32
214,2,92.0
495,1,16.77
495,1,23.54
495,1,6.79
56,2,134.17
109,1,90.67
495,1,84.08
495,1,18.76
340,2,213.92
418,3,110.19
495,1,16.99
494,1,28.93
82,3,157.73
302,3,86.61
336,2,43.89
191,2,41.94
224,3,175.87
103,2,62.3
494,1,40.69
3,2,48.9
482,1,30.72
334,3,137.53
494,1,12.7
370,1,27.14
117,3,107.86
370,3,81.83
494,1,17.3
5,7,883.56
494,1,19.99
30,4,395.12
494,1,44.93
494,1,10.97
494,1,24.37
494,1,12.77
166,4,339.9
494,1,11.77
467,2,51.76
494,1,96.87
155,8,693.23
245,2,155.16
142,2,353.12
494,1,10.99
494,1,99.98
96,2,104.88
494,1,52.87
494,1,12.49
494,1,45.69
494,1,29.99
276,2,91.15
35,1,55.99
331,2,32.44
494,1,11.77
494,1,16.99
132,2,221.37
494,1,23.97
60,2,237.66
494,1,73.03
494,1,14.96
453,3,132.76
179,1,47.3
3,3,156.96
494,1,35.31
204,2,122.18
494,1,21.77
232,1,38.97
157,2,178.22
494,1,67.27
476,1,26.13
57,3,184.0
441,2,161.54
487,1,50.48
494,1,14.96
63,3,194.73
212,4,254.23
339,1,28.67
93,2,139.48
177,1,64.41
494,1,13.97
494,1,23.99
494,1,13.97
494,1,28.34
494,1,34.36
44,3,501.3
488,1,26.74
155,1,71.71
63,3,105.21
494,1,6.79
494,1,27.54
278,4,132.93
108,2,62.84
99,2,140.24
494,1,11.97
494,1,14.96
212,1,42.76
494,1,14.79
494,1,9.77
26,3,118.01
494,1,11.77
75,4,268.78
184,3,244.72
494,1,14.96
93,3,126.46
433,2,58.52
474,2,48.7
494,1,9.77
14,3,154.71
494,1,13.97
494,1,14.37
494,1,29.33
494,1,9.77
76,1,25.46
494,1,14.96
64,5,252.32
476,2,30.77
494,1,32.37
5,1,22.28
75,4,252.92
438,2,43.3
494,1,15.96
396,1,34.95
448,1,45.68
494,1,9.77
14,1,48.97
172,2,90.65
494,1,14.37
227,2,47.2
490,1,13.97
494,1,16.7
208,2,90.21
154,2,202.88
494,1,19.97
494,1,46.08
13,2,555.46
330,2,42.29
494,1,19.77
494,1,14.99
239,2,207.98
494,1,15.36
478,1,47.08
494,1,21.99
494,1,24.98
458,1,77.5
494,1,13.97
131,1,40.75
337,3,157.16
494,1,58.47
494,1,37.47
342,3,167.82
180,1,51.15
458,1,72.82
124,3,103.91
481,2,230.89
372,2,80.47
494,1,12.49
494,1,14.37
494,1,13.97
494,1,13.77
406,2,97.22
121,3,183.62
494,1,15.3
335,2,98.58
35,1,28.77
494,1,15.36
494,1,35.96
158,3,112.17
285,2,81.94
494,1,11.77
494,1,42.73
494,1,14.79
494,1,37.91
20,3,473.44
494,1,10.77
494,1,55.3
155,2,98.86
494,1,93.57
494,1,32.48
494,1,9.99
494,1,11.77
494,1,28.74
494,1,70.43
494,1,35.99
38,3,195.61
488,1,43.34
3,4,292.02
69,4,325.28
494,1,29.37
158,5,384.79
223,2,71.86
494,1,33.06
261,2,110.14
494,1,22.74
336,2,147.48
494,1,19.99
469,2,76.23
494,1,17.99
494,1,14.99
494,1,14.79
494,1,9.77
200,1,99.16
494,1,14.99
279,1,35.63
494,1,12.77
427,3,217.68
470,2,44.09
494,1,21.99
230,4,153.39
381,3,145.55
218,4,281.89
494,1,18.99
494,1,13.77
125,2,69.76
494,1,36.74
494,1,77.33
490,1,30.72
81,3,90.48
494,1,31.32
225,3,156.32
494,1,11.77
494,1,51.98
481,1,14.37
259,2,37.75
494,1,114.2
60,3,199.72
494,1,24.76
494,1,31.76
494,1,5.78
396,1,45.71
101,1,67.24
494,1,15.36
493,1,43.77
490,1,24.54
494,1,81.08
494,1,9.98
480,2,70.47
100,2,80.11
494,1,14.9
101,2,74.75
232,4,329.58
484,1,17.99
341,1,71.37
494,1,15.3
124,2,145.06
89,2,166.36
95,2,118.34
469,1,43.7
494,1,70.72
114,4,426.39
143,4,757.79
436,2,283.51
494,1,10.77
494,1,13.99
493,1,64.64
494,1,17.36
494,1,11.77
493,1,12.77
3,4,500.22
493,1,26.14
493,1,29.92
262,1,13.48
493,1,35.19
195,2,102.68
39,3,183.41
493,1,37.91
17,2,59.71
260,4,195.28
491,1,19.96
493,1,36.97
132,5,658.8
493,1,67.27
493,1,25.77
493,1,15.3
493,1,29.98
493,1,131.65
493,1,15.36
472,1,33.51
493,1,30.73
456,2,54.97
15,5,677.01
388,4,177.79
493,1,10.9
382,3,163.02
493,1,22.47
14,6,934.48
143,3,114.59
121,4,208.17
493,1,11.77
387,2,101.67
96,2,70.69
8,4,364.62
493,1,30.72
493,1,68.44
493,1,12.77
493,1,12.49
129,3,88.55
493,1,26.07
52,2,108.63
493,1,14.37
485,2,39.65
169,3,112.12
493,1,14.96
192,2,213.35
395,1,37.71
439,2,108.74
0,4,659.55
493,1,15.36
129,2,124.3
493,1,68.24
493,1,11.77
493,1,12.49
490,1,37.14
22,3,213.23
166,3,133.96
493,1,11.77
83,3,124.45
244,3,78.69
13,4,478.0
493,1,5.78
192,2,122.69
493,1,47.5
493,1,24.74
493,1,13.97
2,3,251.36
493,1,29.33
493,1,12.77
93,6,555.31
493,1,14.37
492,1,120.09
410,2,73.81
493,1,15.96
331,2,44.85
493,1,37.51
95,1,27.69
493,1,14.37
224,2,119.02
493,1,32.32
493,1,33.53
493,1,15.96
304,2,41.42
493,1,17.76
449,5,546.53
7,1,58.24
493,1,14.96
493,1,11.97
493,1,6.78
230,1,78.28
475,1,30.92
493,1,11.97
493,1,26.07
493,1,12.97
493,1,19.74
493,1,31.35
207,2,102.75
493,1,41.1
187,2,216.15
493,1,106.78
493,1,14.79
493,1,60.65
57,3,213.62
493,1,31.87
493,1,23.54
493,1,13.97
340,3,134.14
493,1,44.69
466,2,55.34
493,1,12.49
108,3,91.41
101,2,33.43
357,1,44.03
187,2,58.47
477,1,27.74
192,2,128.19
97,3,187.46
50,2,122.48
493,1,15.76
108,4,226.43
121,2,57.01
487,1,28.52
371,1,35.73
493,1,162.99
183,4,349.76
493,1,9.58
1,3,119.58
15,3,133.95
493,1,13.77
493,1,11.77
493,1,14.79
339,5,253.6
362,3,117.22
188,2,88.07
493,1,30.15
374,1,77.02
70,2,150.42
69,4,344.96
246,3,303.65
493,1,16.36
195,2,54.97
467,3,99.77
493,1,31.99
73,2,37.95
115,2,320.7
493,1,28.74
471,2,47.88
408,3,277.04
296,2,101.26
28,4,395.77
493,1,11.77
493,1,100.59
493,1,28.93
493,1,6.99
493,1,11.77
493,1,15.36
493,1,15.36
493,1,41.69
493,1,45.29
282,1,40.75
93,1,47.74
488,3,145.01
477,1,28.56
35,1,53.64
490,1,16.76
449,1,52.74
493,1,22.7
85,3,175.16
449,1,28.34
57,1,26.76
493,1,72.99
493,1,24.98
68,7,860.1
217,2,69.68
493,1,8.77
492,1,75.97
493,1,14.79
493,1,44.0
333,2,107.54
493,1,44.1
493,1,18.54
493,1,25.54
493,1,14.37
493,1,13.97
493,1,21.54
493,1,11.77
493,1,11.97
115,2,142.52
493,1,40.71
493,1,40.7
65,1,24.34
17,4,430.19
491,1,29.92
218,1,41.71
493,1,43.56
177,2,198.21
196,2,70.44
147,3,241.29
482,1,14.99
254,4,445.04
142,1,49.72
135,1,24.76
359,1,31.13
493,1,67.13
95,3,297.97
38,2,238.71
493,1,71.86
474,1,14.37
366,3,272.12
493,1,15.99
492,1,42.55
343,1,31.32
493,1,22.99
19,6,514.36
493,1,27.93
19,2,116.92
493,1,28.93
493,1,11.77
30,3,446.75
214,4,116.72
493,1,39.37
309,1,39.5
492,1,23.54
493,1,44.72
441,1,68.13
493,1,15.76
493,1,14.96
291,2,82.6
41,1,63.02
41,3,178.7
493,1,14.96
493,1,29.92
115,1,26.84
60,2,121.4
493,1,19.99
493,1,23.97
98,3,303.67
99,4,137.75
487,2,47.28
493,1,14.37
493,1,6.79
25,2,48.03
394,1,45.68
15,2,83.65
493,1,11.77
493,1,60.64
164,2,44.32
493,1,23.99
469,2,82.61
26,4,141.98
134,4,259.79
493,1,38.34
100,3,172.44
493,1,14.99
493,1,14.37
493,1,12.49
493,1,97.39
493,1,121.1
493,1,23.54
8,3,150.55
199,2,67.09
27,3,150.08
493,1,11.77
462,1,26.73
493,1,28.74
493,1,14.37
396,2,35.44
24,2,126.38
493,1,33.14
493,1,122.0
348,2,33.35
493,1,10.77
493,1,22.99
493,1,26.94
493,1,8.79
493,1,54.46
27,3,141.09
492,1,70.48
493,1,15.96
343,3,102.35
268,2,78.23
359,2,45.28
384,3,66.86
38,3,121.2
493,1,39.99
493,1,42.9
210,2,145.21
446,2,60.87
492,1,12.49
492,1,69.67
212,2,93.09
492,1,54.47
492,1,12.49
492,1,16.7
251,2,52.02
492,1,14.37
492,1,73.46
370,2,61.05
14,4,288.57
492,1,11.77
492,1,42.13
153,2,56.12
492,1,14.37
345,1,79.82
492,1,77.73
492,1,63.09
477,1,23.77
492,1,19.99
492,1,29.33
486,1,11.77
248,2,77.06
13,3,85.41
492,1,48.76
491,1,72.41
492,1,21.54
492,1,9.98
492,1,13.97
466,7,3363.93
492,1,28.93
314,1,23.75
491,2,49.97
43,4,398.39
408,3,203.93
492,1,39.5
137,3,142.33
492,1,24.98
492,1,31.92
464,2,72.73
492,1,56.91
492,1,30.6
492,1,16.36
492,1,10.77
492,1,44.89
285,4,550.67
492,1,22.97
472,1,116.74
492,1,42.24
490,1,128.49
25,4,315.58
492,1,28.74
478,1,30.72
215,2,117.86
478,3,131.36
492,1,37.11
229,2,31.37
3,3,179.2
185,2,151.77
370,2,43.69
397,1,24.02
492,1,40.27
368,2,70.58
232,3,298.51
82,1,60.91
130,5,534.07
112,2,78.39
339,1,46.93
349,2,62.05
74,1,78.64
492,1,9.77
492,1,14.37
492,1,19.97
492,1,11.77
492,1,104.49
201,4,499.41
492,1,35.51
492,1,14.96
492,1,67.7
373,1,42.59
32,10,1549.45
492,1,25.34
171,3,132.37
423,2,88.07
492,1,29.73
492,1,14.99
492,1,53.95
492,1,15.96
492,1,49.97
46,3,202.18
478,1,42.93
492,1,14.37
464,1,41.9
248,2,52.02
241,4,324.45
26,3,99.44
98,2,63.95
492,1,25.54
492,1,11.77
48,2,90.82
492,1,47.28
492,1,12.49
89,2,145.64
88,2,34.95
235,2,65.46
492,1,27.85
140,2,103.93
492,1,11.77
491,1,32.72
391,1,44.54
492,1,33.36
492,1,17.76
492,1,50.28
492,1,14.37
492,1,38.77
489,1,19.54
255,3,158.21
492,1,15.96
129,1,65.96
490,1,16.7
492,1,54.47
492,1,14.79
492,1,6.79
492,1,11.77
492,1,49.96
492,1,26.64
492,1,15.76
323,2,93.38
486,1,22.74
492,1,34.76
492,1,42.73
16,3,404.36
492,1,19.77
16,5,381.49
9,1,55.36
492,1,11.77
492,1,28.93
421,2,38.75
492,1,506.97
134,2,58.56
489,1,29.16
247,1,75.77
36,2,61.5
492,1,10.77
136,2,36.25
4,7,524.89
52,2,151.49
200,2,54.2
233,3,297.8
282,2,93.98
492,1,12.49
196,3,239.9
112,3,76.94
492,1,31.35
479,1,51.28
492,1,12.49
492,1,11.77
486,1,42.31
491,1,16.36
492,1,15.76
79,1,25.06
12,5,673.9
492,1,12.77
459,2,52.49
8,2,210.32
492,1,15.36
492,1,14.79
481,2,72.65
461,1,422.66
132,2,121.91
60,4,384.92
434,2,110.9
492,1,45.09
492,1,15.36
492,1,17.3
492,1,19.97
492,1,15.99
203,3,214.12
104,2,83.67
197,4,124.04
130,2,36.61
492,1,19.99
492,1,14.96
398,2,81.23
492,1,13.97
492,1,11.77
61,2,56.75
492,1,30.72
492,1,67.46
492,1,11.77
338,1,43.3
492,1,24.98
111,3,191.63
212,2,53.1
270,3,221.13
492,1,6.79
93,3,104.45
489,2,62.5
289,2,77.74
492,1,21.3
492,1,44.92
279,2,45.77
492,1,11.77
460,2,71.23
492,1,14.37
492,1,11.77
492,1,29.99
492,1,10.99
473,1,56.34
330,1,137.68
492,1,39.93
296,2,85.69
492,1,11.77
492,1,29.73
149,4,179.27
96,2,367.58
492,1,27.76
60,5,357.76
492,1,65.96
12,5,586.98
492,1,30.32
492,1,45.68
492,1,11.77
18,3,67.59
492,1,13.97
492,1,17.99
366,2,106.82
492,1,9.98
492,1,10.78
492,1,11.77
450,1,27.33
112,3,327.84
492,1,11.77
112,2,131.46
492,1,14.37
106,3,483.12
66,4,240.42
492,1,106.76
492,1,33.99
212,1,51.61
57,7,1165.73
492,1,11.77
492,1,11.77
492,1,76.65
492,1,27.76
478,2,71.88
32,5,586.15
490,1,13.97
219,4,319.81
492,1,15.96
492,1,36.76
492,1,38.98
492,1,9.77
492,1,24.54
443,3,87.63
28,8,1142.43
224,2,104.8
492,1,20.76
24,4,363.02
492,1,13.77
490,1,104.96
492,1,35.54
204,3,148.29
463,3,134.33
279,2,177.48
492,1,11.77
124,1,27.94
492,1,36.31
203,1,31.48
145,10,1307.53
492,1,76.14
492,1,9.77
363,3,88.85
492,1,27.33
492,1,6.77
403,2,52.56
67,4,311.44
490,1,11.77
492,1,12.49
421,3,136.34
477,2,93.84
4,1,60.9
24,3,105.25
80,4,155.93
492,1,34.98
139,1,23.35
463,2,40.51
492,1,55.66
491,1,296.48
491,1,54.9
492,1,37.91
112,3,169.67
492,1,13.77
460,2,51.9
37,1,87.45
462,1,29.73
14,11,4234.45
130,4,376.45
492,1,37.26
491,1,51.43
370,1,23.74
492,1,13.77
403,2,129.92
491,1,14.37
491,1,18.54
196,2,61.28
491,1,11.77
246,3,215.16
3,3,362.15
490,1,29.8
378,1,54.46
47,7,694.41
429,2,181.82
461,1,119.97
491,1,27.53
490,1,55.47
150,2,98.86
417,1,30.07
371,2,150.12
491,1,41.14
491,1,71.64
249,3,124.75
212,2,85.21
27,2,85.98
324,2,61.65
491,1,38.99
491,1,15.98
491,1,21.99
491,1,27.13
18,2,98.96
41,6,881.54
491,1,26.54
20,2,42.57
491,1,48.12
491,1,65.68
101,4,262.15
491,1,26.13
491,1,11.77
491,1,12.97
332,3,353.02
491,1,17.9
337,2,42.46
39,5,276.44
82,2,69.67
251,1,33.39
233,2,117.39
39,2,198.62
491,1,112.43
491,1,27.13
491,1,39.14
474,1,30.32
442,2,86.88
491,1,17.36
491,1,9.77
130,3,84.89
